Dis No,Year,Seq,Disaster Subgroup,Disaster Type,Disaster Subtype,Country,ISO,Region,Continent,Location,Origin,Associated Dis,Dis Mag Value,Dis Mag Scale,Latitude,Longitude,Start Year,Start Month,Start Day,End Year,End Month,End Day,Total Deaths,Total Affected,Total Damages Adj
1989-0027-SUN,1989,27,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,"Sharora, Okulibolo, Okulipoyen, Gissar villages (Tajikistan)",,"Slide (land, mud, snow, rock)",5,Richter,38.47,68.69,1989,1,23,1989,1,23,274,12051,58547
1989-0133-USA,1989,133,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,"San Francisco, Oakland, San Mateo, Santa Clara, San Jose, Santa Cruz, Berkeley, Holister, Silicon Valley (California)",,,7,Richter,37.04,-121.88,1989,10,18,1989,10,18,62,3757,13220224
1989-0186-USA,1989,186,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Puna district (Hawaii),,,6,Richter,19.36,-155.08,1989,6,26,1989,6,26,5,315,0
1989-0067-VEN,1989,67,Geophysical,Earthquake,Ground movement,Venezuela (Bolivarian Republic of),VEN,South America,Americas,"FALCON, CARABOBO, CARACAS, Tucacas area",,,5,Richter,11.04,-68.27,1989,5,4,1989,5,4,0,2000,0
1990-0033-SDN,1990,33,Geophysical,Earthquake,Ground movement,Sudan (the),SDN,Northern Africa,Africa,"Juba, Mayo Area",,"Slide (land, mud, snow, rock)",7,Richter,5.04,32.11,1990,5,20,1990,5,20,0,8000,0
1990-0020-SUN,1990,20,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Moldavia,,,7,Richter,45.84,26.67,1990,5,30,1990,5,30,4,0,0
1990-0031-SUN,1990,31,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Kazakh-Xinjiang Border (Kazakhstan),,,7,Richter,47.89,85.12,1990,6,14,1990,6,14,1,20000,0
1990-0228-SUN,1990,228,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Kazakh-Xinjiang border region (Akkol area) (Kazakhstan),,,6,Richter,47.95,84.96,1990,8,3,1990,8,3,0,1508,0
1990-0601-SUN,1990,601,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Uzgen area (Kirgizia) (Kyrgystan),,,5,Richter,40.85,73.55,1990,12,1,1990,12,1,0,3000,0
1990-0203-UGA,1990,203,Geophysical,Earthquake,Ground movement,Uganda,UGA,Eastern Africa,Africa,Juba region,,,7,Richter,5.34,31.91,1990,5,24,1990,5,24,0,0,0
1990-0187-USA,1990,187,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Southern California,,,6,Richter,34.14,117.7,1990,2,28,1990,2,28,0,30,28446
1990-0703-USA,1990,703,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Alamo (central California),,,4,Richter,37.88,121.98,1990,3,30,1990,3,30,0,120,0
1990-0186-VUT,1990,186,Geophysical,Earthquake,Ground movement,Vanuatu,VUT,Melanesia,Oceania,,,,7,Richter,15.46,166.38,1990,2,19,1990,2,19,0,0,0
1990-0190-VUT,1990,190,Geophysical,Earthquake,Ground movement,Vanuatu,VUT,Melanesia,Oceania,Port Vila,,,7,Richter,18.32,168.06,1990,3,5,1990,3,5,0,0,0
1990-0227-VUT,1990,227,Geophysical,Earthquake,Ground movement,Vanuatu,VUT,Melanesia,Oceania,Espiritu Santo,,,7,Richter,15.32,167.4,1990,7,27,1990,7,27,0,2,0
1990-0704-ZAF,1990,704,Geophysical,Earthquake,Ground movement,South Africa,ZAF,Southern Africa,Africa,Carletonville,,,4,Richter,26.39,27.35,1990,10,18,1990,10,18,10,6,0
1991-0117-SUN,1991,117,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,"Kutaisi, Dahava, Kraisi, Oni, Ambrolauri, Sachkhere, Chiatura (Georgia)",,Flood,7,Richter,42.15,42.44,1991,4,29,1991,4,29,270,251500,3653037
1991-0033-SUN,1991,33,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Khorog area (Tajikistan),,"Slide (land, mud, snow, rock)",7,Richter,35.88,70.42,1991,1,31,1991,1,31,3,0,0
1991-0055-SUN,1991,55,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Kamchatka Peninsula (Siberia) (Russia),,,7,Richter,60.7,167.2,1991,3,8,1991,3,8,0,0,0
1991-0498-SUN,1991,498,Geophysical,Earthquake,Ground movement,Soviet Union,SUN,Russian Federation,Europe,Kabodyen district (Tajikistan),,,5,Richter,37.46,68.27,1991,4,18,1991,4,18,1,5000,0
1991-0192-USA,1991,192,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Pasadena area (California),,,6,Richter,34.1,118.09,1991,6,28,1991,6,28,2,100,71986
1991-0682-YEM,1991,682,Geophysical,Earthquake,Ground movement,Yemen,YEM,Western Asia,Asia,"Jabal Bahr, Bani Zahir villages (Al-Udayn district, Hazm Al-Udein district, Ebb province)",,,4,Richter,13.89,44.07,1991,11,22,1991,11,22,10,40039,0
1992-0022-TUR,1992,22,Geophysical,Earthquake,Ground movement,Turkey,TUR,Western Asia,Asia,Erzican province,,"Slide (land, mud, snow, rock)",7,Richter,39.71,39.6,1992,3,13,1992,3,13,653,348850,1564256
1992-0236-UZB,1992,236,Geophysical,Earthquake,Ground movement,Uzbekistan,UZB,Central Asia,Asia,Andizhan oblast,,"Slide (land, mud, snow, rock)",6,Richter,41.02,72.43,1992,5,15,1992,5,15,9,50000,0
1992-0120-USA,1992,120,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,"Ferndale, Fortuna and Petrolia areas (North California)",,,7,Richter,40.42,124.6,1992,4,25,1992,4,25,0,94,156426
1992-0215-USA,1992,215,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Landers California,,,7,Richter,34.0,118.15,1992,6,28,1992,6,28,1,300,208567
1992-0554-USA,1992,554,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,South California,,,6,Richter,33.96,-116.32,1992,4,22,1992,4,22,0,32,208567
1992-0064-COD,1992,64,Geophysical,Earthquake,Ground movement,Congo (the Democratic Republic of the),COD,Middle Africa,Africa,Near Kabolo (Shaba province),,,7,Richter,6.09,26.65,1992,9,11,1992,9,11,9,311,0
1993-0056-SDN,1993,56,Geophysical,Earthquake,Ground movement,Sudan (the),SDN,Northern Africa,Africa,Khartoum,,,6,Richter,15.38,31.69,1993,8,1,1993,8,1,3,15,0
1993-0480-USA,1993,480,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,Klamath Falls (Oregon),,,6,Richter,42.31,-122.01,1993,9,21,1993,9,21,2,3000,15194
1993-0134-WLF,1993,134,Geophysical,Earthquake,Ground movement,Wallis and Futuna,WLF,Polynesia,Oceania,Futuna Isl.,,,7,Richter,14.38,178.25,1993,3,13,1993,3,13,5,20,0
1994-0002-USA,1994,2,Geophysical,Earthquake,Ground movement,United States of America (the),USA,Northern America,Americas,"Los Angeles, Ventura, Orange, San Bernardino Counties (California)",,Fire,7,Richter,0.34,30.12,1994,1,17,1994,1,17,60,27000,59231878
1994-0051-UGA,1994,51,Geophysical,Earthquake,Ground movement,Uganda,UGA,Eastern Africa,Africa,"Port Portal, Kabarole, Bund Ibugyo, Kases districts",,"Slide (land, mud, snow, rock)",6,Richter,0.59,30.04,1994,2,6,1994,2,6,7,50000,138208
1994-0076-VUT,1994,76,Geophysical,Earthquake,Ground movement,Vanuatu,VUT,Melanesia,Oceania,Malakula Isl.,,,7,Richter,40.49,124.1,1994,8,13,1994,8,13,0,0,0
1994-0642-AUS,1994,642,Geophysical,Earthquake,Ground movement,Australia,AUS,Australia and New Zealand,Oceania,"Cessnock, Hunter Valley",,,5,Richter,32.96,151.23,1994,8,6,1994,8,6,0,5025,0
1994-0307-CHN,1994,307,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Fujian, Guandong provinces (China) Peng-hu (Taiwan)",,,7,Richter,22.52,118.7,1994,9,15,1994,9,15,1,500,0
1994-0600-CHN,1994,600,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Guangxi, Gungdong provinces",,,6,Richter,20.48,109.41,1994,12,31,1994,12,31,0,5860,0
1994-0767-CHN,1994,767,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Gonghe area (Qinghai),,,6,Richter,36.03,100.1,1994,1,3,1994,1,3,0,285,0
1995-0171-CHL,1995,171,Geophysical,Earthquake,Ground movement,Chile,CHL,South America,Americas,"Antofagasta, Arica, Iquique, Tocopilla, Calama, Chuquicamasta, Antofagasta, Taltal, Diego de Almagro, Chanaral, Caldera, Copiapo, Vallenar, La serena",,,8,Richter,23.34,70.36,1995,7,30,1995,7,30,3,1833,3188
1995-0148-CHN,1995,148,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Lancang-Menglian-Ximeng area (Yunnan province),,,7,Richter,21.97,99.2,1995,7,12,1995,7,12,11,1000136,69331
1995-0261-CHN,1995,261,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Yunnan province,,,6,Richter,25.9,102.2,1995,10,24,1995,10,24,46,20297,153641
1995-0457-CHN,1995,457,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Ganzu,,,6,Richter,36.44,103.1,1995,7,21,1995,7,21,14,5060,0
1996-0020-AFG,1996,20,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,"Pakhalsoz, Dar-E-Zand, Qala-E-Khwaja (Maimana, Faryab Province)",,,0,Richter,36.0,65.0,1996,1,31,1996,1,31,0,3250,0
1996-0021-CHN,1996,21,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Lishui, Ninglang, Haping counties (Lijian prefecture), Zhongdian (Diqing prefecture), Heqing, Jianchuan (Dali precture), Lanping (Nujiang prefecture) - Yunnan Province",,,7,Richter,25.04,102.41,1996,2,3,1996,2,3,309,5077795,944108
1996-0081-CHN,1996,81,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Guyang county (Inner Mongolia),,,6,Richter,40.77,109.66,1996,5,3,1996,5,3,18,200300,0
1996-0136-CHN,1996,136,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,North Western Xinjiang,,,7,Richter,39.28,76.44,1996,3,19,1996,3,19,26,33128,44780
1996-0205-CHN,1996,205,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Lijiang (Yunnan Prov.),,,6,Richter,26.51,100.16,1996,9,25,1996,9,25,0,137,0
1997-0247-CHL,1997,247,Geophysical,Earthquake,Ground movement,Chile,CHL,South America,Americas,"Elqui, Limari, Choapa (Coquimbo Region - Region IV)",,"Slide (land, mud, snow, rock)",7,Richter,-30.93,-71.22,1997,10,14,1997,10,14,8,53098,87514
1997-0095-AFG,1997,95,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,Herat area,,,6,Richter,33.83,59.81,1997,5,10,1997,5,10,5,0,18
1997-0368-ARM,1997,368,Geophysical,Earthquake,Ground movement,Armenia,ARM,Western Asia,Asia,"Noyemberyan city (Noemberjan district, Tavush province)",,,4,Richter,41.1,45.14,1997,7,18,1997,7,18,0,15000,60773
1997-0281-BGD,1997,281,Geophysical,Earthquake,Ground movement,Bangladesh,BGD,Southern Asia,Asia,Chittagong,,,6,Richter,22.21,92.7,1997,11,22,1997,11,22,23,200,0
1997-0011-CHN,1997,11,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Southern Xinjiang,,,6,Richter,39.47,77.0,1997,1,21,1997,1,21,12,155040,0
1997-0326-CHN,1997,326,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Kashi, Atushi (Jiashi county), Yuepuhu, Bachu, Shule, Yingjisha counties (Xinhiang autonomus region)",,,7,Richter,39.3,76.5,1997,4,6,1997,4,6,9,500089,0
1997-0531-CHN,1997,531,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Jiashi county (Xinjiang),,,5,Richter,39.42,76.84,1997,3,1,1997,3,1,2,20006,0
1997-0532-CHN,1997,532,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Jiashi county (Xinjiang),,,6,Richter,39.53,76.94,1997,4,11,1997,4,11,9,100089,0
1998-0076-CHN,1998,76,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,Shangyi-Zhangbei (Hebei province),,Fire,6,Richter,41.08,114.5,1998,1,10,1998,1,10,49,598000,512569
1998-0152-AFG,1998,152,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,Shari-I-Buzurg (Faizabad ),,"Slide (land, mud, snow, rock)",7,Richter,37.11,70.11,1998,5,30,1998,5,30,4700,116935,17953
1998-0384-CHN,1998,384,Geophysical,Earthquake,Ground movement,China,CHN,Eastern Asia,Asia,"Huaping, Lijiang, Ninglang, Yongcheng counties (Shichuan province)",,"Slide (land, mud, snow, rock)",6,Richter,27.31,101.03,1998,11,19,1998,11,19,3,337443,125674
1998-0026-AFG,1998,26,Geophysical,Earthquake,Ground movement,Afghanistan,AFG,Southern Asia,Asia,Rustaq (Takhar province),,,6,Richter,37.08,70.09,1998,2,4,1998,2,4,2323,32818,17953
1998-0110-AUT,1998,110,Geophysical,Earthquake,Ground movement,Austria,AUT,Western Europe,Europe,Arnoldstein,,,6,Richter,46.24,13.65,1998,4,12,1998,4,12,0,0,0
1998-0215-AZE,1998,215,Geophysical,Earthquake,Ground movement,Azerbaijan,AZE,Western Asia,Asia,"Lenkoran, Lerik, Astara, Massali, Yardimili districts",,,6,Richter,38.72,48.51,1998,7,9,1998,7,9,1,700010,0
1998-0206-AZO,1998,206,Geophysical,Earthquake,Ground movement,Azores Islands,AZO,Southern Europe,Europe,"Faial, Pico, Terceira Isl.",,,6,Richter,38.65,-28.63,1998,7,8,1998,7,8,10,1100,129264
1998-0169-BOL,1998,169,Geophysical,Earthquake,Ground movement,Bolivia (Plurinational State of),BOL,South America,Americas,"Aiquile, Tortora",,,7,Richter,-17.73,-65.43,1998,5,22,1998,5,22,95,18050,0
1994-0513-IDN,1994,513,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,North Maluku (Obi Isl.),,Tsunami/Tidal wave,6,Richter,1.14,128.5,1994,10,9,1994,10,9,1,2437,0
1994-0343-JPN,1994,343,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,East coast of Hokaido Isl.,,Tsunami/Tidal wave,8,Richter,45.1,147.51,1994,10,4,1994,10,4,5,1500,0
1994-0196-DZA,1994,196,Geophysical,Earthquake,Ground movement,Algeria,DZA,Northern Africa,Africa,Mascara province,,,6,Richter,35.52,0.12,1994,8,18,1994,8,18,171,12789,0
1994-0652-IDN,1994,652,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Maluki, Irian Jaya, North Sumatra, Denpasar",,,6,Richter,2.0,135.93,1994,11,20,1994,11,20,0,67,0
1994-0316-JPN,1994,316,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Hachinohe (North-East Honshu),,,8,Richter,40.5,143.4,1994,12,28,1994,12,28,2,285,336437
1994-0518-PHL,1994,518,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,"Mindoro, Luzon",,,7,Richter,13.35,121.09,1994,11,15,1994,11,15,81,270866,7305
1994-0768-PHL,1994,768,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,Oro area (Mindanao),,,6,Richter,7.97,123.19,1994,5,13,1994,5,13,0,218,0
1995-0084-IDN,1995,84,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Dili, Maliana, Mauraba (East Timor)",,"Slide (land, mud, snow, rock)",7,Richter,40.1,21.6,1995,5,14,1995,5,14,15,176,0
1995-0016-JPN,1995,16,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,"Kobe, Osaka, Hyigo, Kyoto prefecture",,Fire,7,Richter,34.58,135.0,1995,1,17,1995,1,17,5297,541636,192051751
1995-0015-COL,1995,15,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,"Boyaca Province, Casanare Department",,"Slide (land, mud, snow, rock)",7,Richter,4.9,73.1,1995,1,19,1995,1,19,7,2845,0
1995-0252-IDN,1995,252,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Airhangat, Danaukerinci, Gunungkerinci, Gunungraya, Sitinjau Laut, Sungaipenuh (Jambi province)",,"Slide (land, mud, snow, rock)",7,Richter,2.1,101.3,1995,10,7,1995,10,7,84,90218,0
1995-0030-COL,1995,30,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,Pereira,,,6,Richter,4.1,76.6,1995,2,8,1995,2,8,40,15097,0
1995-0054-COL,1995,54,Geophysical,Earthquake,Ground movement,Colombia,COL,South America,Americas,Pasto area,,,5,Richter,1.12,77.17,1995,3,4,1995,3,4,8,259,0
1995-0034-CYP,1995,34,Geophysical,Earthquake,Ground movement,Cyprus,CYP,Western Asia,Asia,"Paphos, Nicosia areas",,,6,Richter,35.1,32.3,1995,2,23,1995,2,23,2,1865,8335
1995-0047-ECU,1995,47,Geophysical,Earthquake,Ground movement,Ecuador,ECU,South America,Americas,Quevedo,,,5,Richter,2.13,79.54,1995,3,26,1995,3,26,1,85,0
1995-0226-ECU,1995,226,Geophysical,Earthquake,Ground movement,Ecuador,ECU,South America,Americas,"Pastaza, Tena, Archidona, Santiago (Cutuca mountains, Morona Santiago Province)",,,7,Richter,2.7,77.8,1995,10,2,1995,10,2,2,805,0
1995-0293-EGY,1995,293,Geophysical,Earthquake,Ground movement,Egypt,EGY,Northern Africa,Africa,Cairo,,,6,Richter,28.8,34.8,1995,11,22,1995,11,22,10,69,0
1995-0085-GRC,1995,85,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,"Kozani, Thessaloniki, Grevena-Kozani, Patras",,,7,Richter,40.1,21.6,1995,5,13,1995,5,13,26,15060,864233
1995-0437-GRC,1995,437,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,Aiyion,,,6,Richter,38.4,22.2,1995,6,15,1995,6,15,26,13900,811803
1995-0089-IDN,1995,89,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Parigi, Palu, Poso (Sulawesi)",,,6,Richter,1.02,120.5,1995,5,19,1995,5,19,0,1538,0
1995-0449-JPN,1995,449,Geophysical,Earthquake,Ground movement,Japan,JPN,Eastern Asia,Asia,Niigata (Eastern Honshu),,,5,Richter,37.92,139.19,1995,4,1,1995,4,1,0,1551,0
1995-0203-MEX,1995,203,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,"Costa Chica (Guerrerro state), Oaxaca, Ometepec, Igualapa, Cuajinicuilapa",,,7,Richter,16.8,98.6,1995,9,14,1995,9,14,6,4670,40523
1995-0253-MEX,1995,253,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,"Jalisco, Colima, Guerrero, Michoacan",,,8,Richter,16.2,104.1,1995,10,9,1995,10,9,58,44465,0
1995-0454-MEX,1995,454,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,"Chiapas, Tuxtla Gutierrez, Nuevo Mexico, Tenochititlan, La Garza, Alvaro Obregon, Villaflores",,,7,Richter,16.8,93.4,1995,10,20,1995,10,20,0,18000,0
1995-0148-MMR,1995,148,Geophysical,Earthquake,Ground movement,Myanmar,MMR,South-Eastern Asia,Asia,Shan state,,,7,Richter,21.97,99.2,1995,7,12,1995,7,12,0,0,0
1995-0055-PHL,1995,55,Geophysical,Earthquake,Ground movement,Philippines (the),PHL,South-Eastern Asia,Asia,near Dolores (Samar Isl.),,,7,Richter,12.01,125.6,1995,4,21,1995,4,21,0,0,0
1996-0002-IDN,1996,2,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,North of Palu (Sulawesi Isl),,Tsunami/Tidal wave,7,Richter,0.73,119.93,1996,1,1,1996,1,1,9,13000,2239
1996-0061-IDN,1996,61,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Biak (Iran Jaya),,Tsunami/Tidal wave,8,Richter,1.1,137.15,1996,2,17,1996,2,17,166,25638,7836
1996-0062-ECU,1996,62,Geophysical,Earthquake,Ground movement,Ecuador,ECU,South America,Americas,"Pujili, San Juan, Atocha, Santa Barbara, Rumiquinche, Cuturibi Alto, Cutuburi Bajo, San Antonio, Cachi Ato, Cachi Bajo, Nazareth, La Merced, Pucara, Alpamalag, La Victoria, Tiobamba, California, Lacubamba, Laguamatsa, Isinche, (Cotopaxi",,,6,Richter,0.68,78.3,1996,3,28,1996,3,28,27,30705,13061
1996-0179-GRC,1996,179,Geophysical,Earthquake,Ground movement,Greece,GRC,Southern Europe,Europe,Konitsa,,,6,Richter,40.03,20.45,1996,8,6,1996,8,6,0,1500,0
1996-0212-HRV,1996,212,Geophysical,Earthquake,Ground movement,Croatia,HRV,Southern Europe,Europe,"Ston, Slano area",,,6,Richter,42.7,18.0,1996,9,5,1996,9,5,0,2000,0
1996-0261-PER,1996,261,Geophysical,Earthquake,Ground movement,Peru,PER,South America,Americas,"Ica, Palpa, Nazca, Caraveli, Lucanas, Huancavelica provinces",,,7,Richter,14.9,75.7,1996,11,12,1996,11,12,14,75970,0
1996-0042-PER,1996,42,Geophysical,Earthquake,Tsunami,Peru,PER,South America,Americas,Pacific Coast,Earthquake,,0,Richter,9.59,79.59,1996,2,21,1996,2,21,7,752,0
1997-0095-IRN,1997,95,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Birjand, Qayer (Khorasan)",,"Slide (land, mud, snow, rock)",7,Richter,33.83,59.81,1997,5,10,1997,5,10,1568,74600,182321
1997-0030-PAK,1997,30,Geophysical,Earthquake,Ground movement,Pakistan,PAK,Southern Asia,Asia,"Harnai (Sibi district, Baluchistan Province)",,"Slide (land, mud, snow, rock)",6,Richter,29.98,68.21,1997,2,28,1997,2,28,50,10100,0
1997-0240-IDN,1997,240,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,Parepare (city) Level 1 = Sulawesi Selatan,,,6,Richter,4.0,119.4,1997,9,28,1997,9,28,20,3105,2006
1997-0115-IND,1997,115,Geophysical,Earthquake,Ground movement,India,IND,Southern Asia,Asia,Jabalpur (Madhya Pradesh),,,6,Richter,23.08,80.04,1997,5,22,1997,5,22,43,156500,67459
1997-0017-IRN,1997,17,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,"Bojnurd, Shirvan area (Khorasan)",,,6,Richter,37.66,57.29,1997,2,4,1997,2,4,100,84500,54696
1997-0035-IRN,1997,35,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Ardabil region,,,6,Richter,38.08,48.05,1997,2,28,1997,2,28,1100,38600,138564
1997-0533-IRN,1997,533,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Birjand-Qayen area,,,6,Richter,33.94,71.87,1997,6,25,1997,6,25,0,25500,0
1997-0228-ITA,1997,228,Geophysical,Earthquake,Ground movement,Italy,ITA,Southern Europe,Europe,"Umbria, Marche regions",,,6,Richter,43.0,13.0,1997,9,26,1997,10,3,14,38100,8249822
1997-0028-KGZ,1997,28,Geophysical,Earthquake,Ground movement,Kyrgyzstan,KGZ,Central Asia,Asia,Ak-Tala district (Naryn region),,,7,Richter,41.4,74.2,1997,1,9,1997,1,9,0,1230,3646
1997-0071-MEX,1997,71,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,Arteaga area (Michoacan),,,7,Richter,17.31,101.16,1997,1,12,1997,1,12,1,5000,0
1997-0116-MEX,1997,116,Geophysical,Earthquake,Ground movement,Mexico,MEX,Central America,Americas,"Arteaga, Patzcuaro, Michoacan",,,6,Richter,18.0,102.5,1997,5,22,1997,5,22,0,12000,0
1998-0385-IRN,1998,385,Geophysical,Earthquake,Ground movement,Iran (Islamic Republic of),IRN,Southern Asia,Asia,Tabriz (Fars Province),,"Slide (land, mud, snow, rock)",5,Richter,27.79,53.61,1998,11,13,1998,11,13,5,4355,0
1998-0403-IDN,1998,403,Geophysical,Earthquake,Ground movement,Indonesia,IDN,South-Eastern Asia,Asia,"Halmahera Tengah (Sula Isl., Maluku); Ma,gole, Manado, Taliabu",,Tsunami/Tidal wave,8,Richter,-2.07,124.89,1998,11,29,1998,11,29,33,6448,359067
